,뉴스제목,주가변동
427,"코스피, 美 제조경기 위기감에 2030선 후퇴",0
428,하루 만에 하락 전환…620선으로 뒷걸음질,0
429,코스피 2% 급락…'美제조업지수 충격',0
430,"7개월만에 '매물폭탄' 연기금…코스피, 亞증시 중 꼴찌",0
431,美마저 꺾이나…원·달러 환율 1200원 넘겨,0
432,10년래 최저 美제조업 PMI에 증시 약세,0
433,"삼양식품·하이트진로, 물가 부진에도 3Q 상승세",0
434,"라파스, 증권신고서 제출…코스닥 상장 추진",0
435,"외인·기관 매도세에 코스피 2,060선 내줘",0
436,“미국마저 경고음”…1달러=1200원 재진입할듯,0
437,글로벌 경기침체 공포…코스피 '쇼크' 우려,0
438,국제유가 약세…美 경기지표 악화로 수요감소 우려,0
439,글로벌 경기둔화 우려에 약세,0
440,가가 국채에 '올인'한 이유는,0
441,소비자물가 상승률·수출 모두 '마이너스',0
442,"韓채권형펀드, 이틀간 6000억원 순유출",0
443,美 제조업 지표 약세에 다우 등 1%대 급락,0
444,제조업 쇼크에 급락…다우 1.3%↓,0
445,"이춘재, 화성연쇄살인 9건에 5건 추가 자백…태풍 '미탁'에 강한 비바람",0
446,美·유럽 제조업 부진에 급락…스톡스 1.3%↓,0
447,경기지표 ‘빨간불’에…獨·佛 1%대 하락,0
448,'공부한 죄'로 금리 7%… 그렇게 신불자가 됐다,0
449,글로벌 경기 둔화 우려에 일제히 하락,0
450,몸집 불린 한앤컴퍼니…국내 M&A 불붙나,0
451,"비츠로시스 새 주인, 코스닥 상장 부동산 업체 유력",0
452,미·중 협상 앞두고 경계심 강화 '약세',0
453,삼성전자 호실적에...亞증시도 '훈풍',0
454,양호한 투자심리 속 위안화 주시…원·달러 환율 하락,0
455,"삼성전자 호실적에 웃고, 코스닥 바이오에 또 웃고",0
456,"코스피, 삼성전자 '호실적' 상승세 지속… 2046선",0
457,"코스피, 삼전 호실적·미중 기대감에 1.2%↑…2040선 회복",0
458,외국인 대량 매수에 1.3% 상승…거래대금 1년래 최대,0
459,무역협상 앞두고 위안화 '보합'...증시 안도,0
460,외국인·기관 쌍끌이 힘입어...코스피 상승세,0
461,미·중 무역협상 ‘빅이벤트’를 앞두고,0
462,"3분기 '어닝 서프라이즈' 기대감…""실적 개선주 주목""",0
463,국내 주식형펀드서 7일간 2100억원 순유출,0
464,키워드는 '美中협상·경기부진',0
465,미중 무역협상 불안에 하락 마감,0
466,무역협상 전망 '흐림' 美증시 소폭하락…한미 북핵대표 만난다,0
467,中 지적재산 양보 거부에 실망…다우 0.4%↓,0
468,'골디락스' 美일자리에 랠리…스톡스 0.7%↑,0
469,"'안면인식'으로 시위대 잡는 홍콩…서초동·광화문, 마스크 써야?",0
470,위기의 e커머스 벤처…생존 전략 찾아 나선다,0
471,美연준 금리인하 기대…상승,0
472,"교직원공제회, 이지스운용 부동산 펀드에 500억 투자",0
473,금리인하 기대감에 소폭 상승,0
474,"코스피, 2080선 회복…금리인하 영향은 제한적",0
475,"나신평, 롯데렌탈 신용등급 전망 '안정적→부정적' 하향",0
476,美 ‘홍콩 인권법안’에 분개한 중국…환율 상승,0
477,"장·단기물 약세…""내년 금리 추가인하 가능성↑""",0
478,"홍콩 인권민주법, 미·중 갈등의 새 불씨 되나",0
479,브렉시트 합의 불투명…일제히 하락 출발,0
480,日증시 '올해 최고치'...홍콩 긴장감에 中↓,0
481,"코스피, 美증시 강세·반도체株 상승에 2080선 회복",0
482,석달 만에 650회복…美기업 실적기대,0
483,"메디포럼, 제약사 두 곳 품에 안는다…씨트리·아이월드제약 인수",0
484,호재 많았는데...변수 떠오른 '홍콩 인권법',0
485,외국인 매수 힘입어...국내 주식시장 다소 강세,0
486,렉시트 타결 가능성…환율 영향은,0
487,"""완만해진 3분기 실적 추정치 하향조정 속도""",0
488,오늘은 증시에 좋은 소식들이…,0
489,"듀켐바이오, 상장 예심 지연?…""식약처 품목 허가 대기중""",0
490,"서울 지하철 파업, 출근길 혼잡 예상…뉴욕증시, 호실적 발표에 '상승'",0
491,무디스는 '트럼프의 재선'을 예견했다,0
492,JP모건 등 3분기 호실적에 상승 마감,0
493,"韓채권형, 2거래일간 5000억 순유입",0
494,은행주 '깜짝실적'에 반등…S&P 1%↑,0
495,이큐파-IBK캐피탈 500억원 규모 블라인드 펀드 조성,0
496,'브렉시트 합의' 기대…스톡스 1%↑,0
497,브렉시트 합의 기대감…대체로 상승,0
498,'브렉시트' 타결 기대감에 상승 흐름,0
499,EU·英 브렉시트 초안 합의 소식에 일제 상승,0
500,불안한 브렉시트·G2 무역전쟁에 '혼조',0
501,"금리 이틀연속 급등, 박스권 설정 통한 대응 필요",0
502,만연한 경계심리…원·달러 환율 0.8원 하락,0
503,"코스피, 일주일 만에 하락…外人 순매도에 2070선",0
504,"코스피, 외국인 매도에 숨고르기…0.4% 하락",0
505,외국인은 2100선을 단기고점으로 보나,0
506,나흘만에 약세…바이오株 모니터링 강화에 '움찔',0
507,"캐리소프트, 공모가 주당 9000원 확정…21~22일 일반청약",0
508,미·중 무역 우려 지속에 '혼조',0
509,"파라다이스·GKL, 홍콩시위 반사효과 누리는 카지노株",0
510,"피피아이, 증권신고서 제출…내달 코스닥 상장 추진",0
511,"코스피 혼조세...2,080대 등락",0
512,홍콩인권법 둘러싸고 미·중 잡음…환율 영향은,0
513,"홍남기 ""노동친화정책 속도조절""…월가 반응은?",0
514,OPEC 감산 지속 전망에 WTI 1% 상승,0
515,"다시 고개드는 불확실성…""긍정적 소식이 더 많다""",0
516,브렉시트 불확실성에 혼조세..FTSE 0.61%↓,0
517,"탄력받는 '실적 바닥론', 높아지는 증시 상승 기대감",0
518,정경심 '뇌종양 진단서' 논란…美소비 7개월만에 감소,0
519,美 경기 떠받치던 소비감소에 하락,0
520,"韓채권형, 3거래일간 5500억 순유입",0
521,소비쇼크·美中 홍콩 갈등…S&P 0.2%↓,0
522,브렉시트 합의 난항에 약세…스톡스 0.1%↓,0
523,M&A 큰 장서는 보험업계…매물 입질 올까,0
524,브렉시트 협상 불확실성 비등…혼조,0
525,브렉시트 협상 불확실성에 혼조세,0
526,무역협상·실적 기대감에 '상승',0
527,탄산음료 호조에 코카콜라 신바람,0
528,초반 혼조세…英 0.05%↓,0
529,"지누스, 공모가 7만원 확정…희망밴드 하단 미만",0
530,국고채 금리 과도한 상승 영역 진입…변동성 대비해야,0
531,미·중 훈풍에 바이오株 돌풍...코스피·코스닥 1% 대 상승,0
532,"원·달러 환율, 弱달러 흐름 타고 10월중 36원↓",0
533,미중협상 기대감…코스피·코스닥 1%대 상승,0
534,"코스피, 美中 무역분쟁 낙관론에 2080선 회복",0
535,무역협상 낙관 훈풍에 1% 껑충,0
536,"외인·기관 돌아온 바이오, '바닥' 찾기 끝났나",0
537,무역협상·실적 호재에 증시 상승,0
538,"적분할한 두산, 신용도 영향 제한적…`BBB+ 부정적` 유지",0
539,지누스 공모가 7만원 확정…공모가 하단 밑돌아,0
540,"코스피, 기관 매수세에 2,080선 회복 강세",0
541,미국서 다시 불어온 미·중 무역협상 낙관론,0
542,"""환율은 안정을 찾았는데 증시는 무덤덤""",0
543,무르익는 미·중 협상…코스피도 오를까,0
544,중국 6%대 성장은 이제 끝났다,0
545,원유 수요 감소 전망에 하락..WTI 0.9%↓,0
546,브렉시트 우려 완화에 상승..스톡스 0.58%↑,0
547,"브렉시트 합의안 표결 '불발'…美증시, 미·중협상 낙관에 '상승'",0
548,"韓주식형펀드, 나흘간 460억원 순유출",0
549,미중 무역협상 낙관론에 상승,0
550,무역전쟁·브렉시트 희망가…S&P 3000 돌파,0
551,"회생절차 중인 '경북 남안동CC', 매각 시동",0
552,'노딜 브렉시트' 우려 완화에 반등…스톡스 0.6%↑,0
553,더 커지는 美中무역협상 기대감…상승,0
554,미·중 무역협상 기대감에 강세,0
555,中 '블록체인 굴기'에 IT주 급등,0
556,금융권 실적 쇼크로 하락세…獨 소폭 상승,0
557,"나이스신평, 수익성 저하 KCC 등급전망 `부정적` 하향",0
558,"장단기물 급락…""10년물, 태국보다 싸다""",0
559,美·中 무역 타결 기대감에 코스피 상승마감,0
560,"코스피, 기관 매수에 2090선 회복…""中 경제회복 관건""",0
561,월말 네고물량에 원·달러 환율 소폭 하락,0
562,"한기평, KCC 등급전망 `부정적` 하향",0
563,"코스피, 한달만에 2090선…한때 2100선 찍어",0
564,외인·기관 동반매수에 사흘만에 찔끔 상승,0
565,OPEC 감산폭 확대 전망에...WTI 5.18%↑,0
566,美인텔 뛰니 아시아도 뛴다…반도체·IT↑,0
567,"미중 무역협상·반도체 업황 기대에 코스피 상승세, 장중 2,100선 돌파",0
568,1달러=1170원대 숨고르기 장세 이어질까,0
569,코스피 반등을 기대하는 3가지 이유,0
570,3일간 국내 채권형펀드서 7000억원 빠져나가,0
571,반등한 코스피…추세적인 상승세일까?,0
572,"""美연준, 이번주 금리 0.25%p 내릴듯""",0
573,M&A전략 바꾼 우리금융…투트랙 전략 관심,0
574,中 '블록체인 굴기'에 IT주 급등,0
575,금융권 실적 쇼크로 하락세…獨 소폭 상승,0
576,"나이스신평, 수익성 저하 KCC 등급전망 `부정적` 하향",0
577,"장단기물 급락…""10년물, 태국보다 싸다""",0
578,美·中 무역 타결 기대감에 코스피 상승마감,0
579,"코스피, 기관 매수에 2090선 회복…""中 경제회복 관건""",0
580,월말 네고물량에 원·달러 환율 소폭 하락,0
581,"한기평, KCC 등급전망 `부정적` 하향",0
582,"코스피, 한달만에 2090선…한때 2100선 찍어",0
583,외인·기관 동반매수에 사흘만에 찔끔 상승,0
584,OPEC 감산폭 확대 전망에...WTI 5.18%↑,0
585,美인텔 뛰니 아시아도 뛴다…반도체·IT↑,0
586,"미중 무역협상·반도체 업황 기대에 코스피 상승세, 장중 2,100선 돌파",0
587,1달러=1170원대 숨고르기 장세 이어질까,0
588,코스피 반등을 기대하는 3가지 이유,0
589,3일간 국내 채권형펀드서 7000억원 빠져나가,0
590,반등한 코스피…추세적인 상승세일까?,0
591,"""美연준, 이번주 금리 0.25%p 내릴듯""",0
592,M&A전략 바꾼 우리금융…투트랙 전략 관심,0
593,국고채 3년물 강세…외국인 매수세 유입,0
594,"VISA, 도쿄올림픽 특수 기대",0
595,"中, '블록체인 과열방지' 목소리에 약세",0
596,상승세로 출발…獨 DAX 0.37%↑,0
597,"행정공제회, 개발형 부동산 펀드에 400억 투자 검토",0
598,"자이에스앤디, 청약 경쟁률 665대 1…증거금 3조",0
599,"아이티엠반도체, 공모가 2만6000원 확정…희망밴드 최상단",0
600,희망 넘치는 美와 달리 오후되면 시무룩…이낙연株 널뛰기,0
601,"코스피, FOMC 앞두고 관망…약보합선",0
602,코스피 약보합…美금리인하 여부 '경계심리',0
603,바이오·콘텐츠株 강세에 1% 가까이 상승,0
604,미·중 합의 기대감 커져…원·달러 환율 4개월來 최저,0
605,"아주하이텍, 매각 재추진…부동산 먼저 팔아 몸집 줄였다",0
606,미중 합의 호재에도 中증시 하락세,0
607,"'어닝쇼크'에 흔들린 호텔신라, 증권가 목표가 줄하향",0
608,"하나벤처스, 바이오 벤처 '뉴라메디'에 35억원 투자",0
609,미·중 1단계 합의 낙관론…1달러=1160원대 도달할까,0
610,中기업 3분기 실적 마무리…무형투자 위주로 변화,0
611,다시 찾아온 불청객 수혜주 다시 보기,0
612,브렉시트 연기·미중 무역 협상 기대감에 강세,0
613,4일간 韓채권형펀드서 1조원 넘게 사라져,0
614,무역합의 기대·실적 호조에 S&P 사상 최고치 경신,0
615,S&P 역대 최고치…무역합의+금리인하 기대,0
616,"공수처법, 오늘 부의될 듯…여야 대치 격화",0
617,"사상 최고치 뉴욕증시, 트럼프가 예고한 '엄청난 상승장'?",0
618,브렉시트 3개월 연기에 일제 상승,0
619,"유니슨캐피탈, '진정성'으로 글로벌 PEF 누르다",0
620,브렉시트 시한 연장 합의…상승,0
621,"메리츠증권, 도곡 YK빌딩 에쿼티 투자…잔액인수키로",0
622,브렉시트 시한 연장 합의 속 상승세,0
623,토요타 호실적에…日 또 연중 최고치,0
624,"코스피, 개인·기관 투자자 동반 '사자'에 상승…강보합",0
625,2150선 돌파 앞두고 보합 마감…통신·금융株 반등,0
626,미·중 무역협상 불안감에 이틀 연속 하락,0
627,미·중 서명연기에도 코스피 강보합…코스닥 0.5%↓,0
628,"코스피, 미중협상 불안에 하락 출발",0
629,'미중 무역합의 연기' 소식에 혼조세,0
630,"하락장서 두 배 뛴 F&F, 새 신발 신고 내년도 'GO'",0
631,미·중 합의 서명식 연기설 여파는,0
632,미·중 무역협상 지연 소식에 '투심 위축',0
633,"'무역합의 연기' 가능성에 뉴욕증시는 혼조세, 코스피는?",0
634,무역합의 서명 연기 가능성에 혼조,0
635,'美中합의 연기가능성' 뉴욕증시 혼조세…우버 '날개 없는 추락',0
636,'미중 무역합의 연기' 불안에 갈팡질팡,0
637,"침체 우려가 사라진 월가, 뉴욕증시",0
638,韓채권형펀드 2거래일만 2100억원 순유입,0
639,미중 관세철회 기대…스톡스 0.2%↑,0
640,미중 1단계 무역협상 기대 속 강세..獨 0.24%↑,0
641,美中 무역협상 기대감에 상승세,0
642,토요타 호실적에…日 또 연중 최고치,0
643,"코스피, 개인·기관 투자자 동반 '사자'에 상승…강보합",0
644,2150선 돌파 앞두고 보합 마감…통신·금융株 반등,0
645,미·중 무역협상 불안감에 이틀 연속 하락,0
646,미·중 서명연기에도 코스피 강보합…코스닥 0.5%↓,0
647,"코스피, 미중협상 불안에 하락 출발",0
648,'미중 무역합의 연기' 소식에 혼조세,0
649,"하락장서 두 배 뛴 F&F, 새 신발 신고 내년도 'GO'",0
650,미·중 합의 서명식 연기설 여파는,0
651,미·중 무역협상 지연 소식에 '투심 위축',0
652,"'무역합의 연기' 가능성에 뉴욕증시는 혼조세, 코스피는?",0
653,무역합의 서명 연기 가능성에 혼조,0
654,'美中합의 연기가능성' 뉴욕증시 혼조세…우버 '날개 없는 추락',0
655,'미중 무역합의 연기' 불안에 갈팡질팡,0
656,"침체 우려가 사라진 월가, 뉴욕증시",0
