뉴스제목,주가변동
"'족집게' 무디스의 예언…""대선까지 美경제 변화없다면 트럼프 승리""",0
코스피 상승률 상위 50종목,0
"증선위, 회계처리 위반 미래에셋생명에 감사인지정 조치",0
"헬릭스미스, 외국계 증권사 부정적 평가에 '급락'",0
"네이처셀, 주식등의 대량보유자 소유주식수 변동",0
"""완만해진 3분기 실적 추정치 하향조정 속도""",0
LNG 수주 확대 소식에 관련株 관심,0
"“제약·바이오주, 기술수출보다 임상2상 시점에 투자”-메리츠증권",0
증권플러스 X NH투자증권 럭키박스 이벤트!,0
화투 컬러링북에 색칠하며 웃음 되찾은 노인들,0
나흘만에 약세…바이오株 모니터링 강화에 '움찔',0
"대성창투, 투자사 식물서 항암제백신 생산 성공..대량 생산 도전↑",0
미중 합의 기대에도 종목만 부각,0
"삼성바이오로직스, 제재 집행정지 확정...이틀째 상승세",0
"코스피, 차익 매물 출회…2080선 밑돌며 하락 마감",0
"국일제지, 그래핀 자회사 양산 설비 계약 체결 소식에 강세",0
코스닥-16일,0
"탄력받는 '실적 바닥론', 높아지는 증시 상승 기대감",0
코스피-16일,0
"다시 비상 vs 여전히 하강…항공株, 주가 향방은?",0
풀어야 할 숙제만 해결된다면,0
유니온(000910)소폭 상승세 +3.08%,0
넷마블·SNK도 실적 개선…게임株 반등 신호탄 될까?,0
어닝 시즌 지수는 올랐는데…회복 더딘 증권株,0
차익매물 출회…하루 만에 2080선 내줘,0
5거래일 기준 누적하락률 상위 종목(코스닥),0
에이에프더블류(312610)소폭 상승세 +3.27%,0
미중 협상 불안-소매판매 감소에 '뚝',0
"""제약·바이오 업종, 신약 성공 확률 엿볼 수 있는 '임상 2상' 주목해야""",0
잘 나가는 '갤폴드'…관련주 위풍당당,0
"국민연금 대한항공 469억 단차반환 예외요청 거절했던 정부, 공적연기금 단차반환 차이니즈월 강화",0
'경기 먹구름에 실탄 확보'…주식 팔아 현금 쥐는 회사 늘었다,0
브렉시트-미중 협상 불확실성 여전…혼조 마감,0
"코스닥, 외국인 매수에 나흘째 상승",0
일본 불매 관련주 다시 '쑥',0
바로 앞의 나무보다 숲을 보자,0
"'대장株의 날' 코스피·코스닥, 상승 이끈 삼성전자·셀트리온헬스",0
반도체 투톱에 ‘엇갈린 외국인 투심’,0
무역협상 낙관 훈풍에 1% 껑충,0
"다시 뛰는 통신장비株…증권가 ""내년이 더 좋다""",0
"삼성전자, 52주 신고가 기록하며 상승 마감",0
무역 협상 기대-기업 실적 호조에 상승,0
"에이치엘비, 한달새 342%↑…장중 코스닥 시총 1위 '터치'",0
"한진중공업, 동서울터미널 매각으로 4025억원 확보 소식에 강세",0
"코스닥 1위 노리는 에이치엘비… ""위암 4차 치료제 허가 무리 없다""",0
"코스닥, 650선 상승 출발…무역협상 낙관 전망",0
"코스피, 미·중 무역협상 기대 지속…IT 업종 상승",0
증권사 신규추천 종목,0
"퓨전데이타, 당뇨합병증 치료제 유효성 확인에 ‘上’",0
나인컴플렉스 유상증자 ·KG이니시스 합병 등,0
미중 무역협상 진전에 코스피 1%대 상승,0
"""환율은 안정을 찾았는데 증시는 무덤덤""",0
"코스피, 미중 무역협상 진전 기대에 1%대 상승",0
코스피 하락률 상위 50종목,0
"현대미포조선, 부진한 수주에도 연말 배당에 주목-NH",0
"퀄컴, KT와 IoT 기반 '5G 스마트팩토리' 성공사례 소개",0
"두산, 배당수익률 높지만 자회사 지원은 부담…`중립`-KB",0
"쎄노텍(222420)소폭 상승세 +4.35%, 외국계 매수 유입",0
4차산업 핵심 떠오른 로봇…관련주 관심 'ON',0
신고가 삼성전자 주식 매수 타이밍은-시총 상한제(30% 룰) 수급 변수…조정 땐 매수를,0
"삼륭물산, '인류의 난제' 플라스틱 폐기물 절감기술 첫 상용화",0
삼성전자 거래대금 뛰어넘은 '에이치엘비',0
"추위 성큼, 월동준비 나서는 개미들",0
'바이오주 담는 외국인'...셀트리온·삼성바이오 러브콜,0
박스권에 갇힌 증시… 11월 최대 변수는 미중 정상회담,0
외인·기관 동반매수에 사흘만에 찔끔 상승,0
제약업계 화장품사업 진출 봇물…두각 나타내는 '투톱',0
시진핑 블록체인 강조에 관련주 동반 '급등',0
강력한 외부 모멘텀이 필요한 때,0
코스피-25일,0
‘오시리아 스위첸 마티에’ 청약 실시 … 흥행 기대,0
"우리로, 단일칩 양자암호통신 특허 …삼성 양자컴퓨터 본격투자",0
"코스피, 美 금리 인하 기대에 상승 출발…2100 회복",0
반등한 코스피…추세적인 상승세일까?,0
코스닥-25일,0
"바이오리더스, 美소아신경학회서 DMD 치료제 비임상 결과 발표",0
"""2020년 코스피 1950~2400...반도체·인터넷·금융 추천""-KB증권",0
"케이피에프(024880)소폭 상승세 +4.23%, 외국계 매수 유입",0
지투하이소닉 감자 등,0
신용비율 상위 종목,0
"젬백스(082270)소폭 상승세 +3.44%, 나흘째 상승, 외국계 매수 유입",0
미·중 무역협상 진전에 사흘째 상승,0
"삼륭물산, 정부 재활용 비율 70% 강화 수혜…식품 포장재 재활용 기술 상용화",0
"""강아지 구충제 '펜벤다졸'로 암 치료""…관련주 강세",0
"삼성픽테로보틱스펀드, 4차산업혁명株 골라 투자…올해 23% 수익",0
"""동물용 구충제로 암 치료""...관련주 동반 급등",0
여전히 펀더멘털에 거는 기대,0
증시 살아나나…기대감에 다시 고개 드는 '빚 투자',0
보유 예수금 적어도 좋습니다. 이 종목 꼭! 사세요. 급등합니다.,0
콘텐츠株 간만에 훈풍…손잡은 SKT·카카오로 시너지 기대,0
비보존 고공행진에 텔콘 등 관계사 동반 강세,0
"""주가하락 막아라""…상장사 자사주 매입 행진",0
"아주하이텍, 매각 재추진…부동산 먼저 팔아 몸집 줄였다",0
바이오·콘텐츠株 강세에 1% 가까이 상승,0
"S&P500 사상 최고치, 나스닥 1% 랠리",0
"지니틱스, 구글도 참전한 애플·삼성 '스마트워치' 전쟁…전세계 1등 IC업체 몸값 급등",0
"참좋은여행, 830억원 토지·건물 양도 계약 체결에 상승세",0
코스피 하락반전에 2090선 머물러…코스닥은 강세흐름,0
"로보로보(215100)+18.07%, 줌인터넷 +6.90%, 휴림로봇 +6.25%, 유진로봇 +6.67%, 네패스 +5.12%",0
"코스닥, 상승 출발…미·중 협상 기대감에 바이오株 강세",0
"미중 무역협상 낙관에 코스피, 장중2100선 돌파",0
中기업 3분기 실적 마무리…무형투자 위주로 변화,0
"광진실업, 최대주주 경영권 매각 추진설 관련",0
선 안착의 모멘텀은?,0
"가치투자 대표주자 3사, 하반기 바구니 담은 종목 보니…",0
"대덕전자, 기판 수익 증가로 연간 실적 개선-신한",0
"SK바이오팜, 신약개발 실패 악몽 딛고 코스피 상장 ‘노크’",0
6일 장 마감 후 주요 종목 뉴스,0
순환매는 지속된다,0
전일대비 거래량 증가 종목(코스닥),0
황찬영 맥쿼리증권 대표 “韓증시 오른다… 반도체·전기차배터리 관련株 주목”,0
"""뉴욕증시 랠리 지속 어렵다""...월가, 4분기 기업어닝 전망 하향",0
美·中 스몰딜 서명 연기 불안감에 주춤,0
"넉 달만에 돌아온 외국인, 뭐 담았나 봤더니...삼성전자 '몰빵'",0
“韓증시 오른다… 반도체·전기차배터리 관련株 주목”,0
美·中 무역합의 여전히 기대…2140선 사수,0
미·중 무역협상 불안감에 이틀 연속 하락,0
현대일렉트릭 유상증자· 대보마그네틱 무상증자등,0
SDN(099220)소폭 상승세 +3.02%,0
※ “광군제” 수혜주 대기”○○○” 상한가 진입 가능 300%,0
"인트로메딕, 캡슐내시경 식약처 인증 신청 기대감에 '상승'",0
"인트로메딕, 캡슐내시경 의료기기 인증 신청 기대감↑",0
코스닥-6일,0
코스피 하락세로 장 열어…2130선으로 물러나,0
"파리바게뜨, ""합격기원"" 수험생 응원 달콤·유쾌하게",0
코스피-6일,0
"컨텐츠, 코스닥, 바이오 확산이 중요하다!",0
"11월 7일 코스닥, 3.53p 내린 666.15 마감(0.53%↓)",0
4분기 15%↑ ‘코스닥150’… 다음달 정기변경 관심집중,0
"'10년간 10배 성장ET, 개인 선호 종목 대체 역부족",0
세계 유명주택 안 부럽다... ‘아페르 한강’ 분양 예정,0
MSCI지수서 `韓대표 바이오주` 줄줄이 제외,0
나스미디어 / 뉴파워프라즈마 / CSA 코스믹,0
‘바이오株 랠리’ 시밀러 투톱 바통 이어 받는다,0
"코스피, 6일 연속 상승세 마감 2130선 후퇴… 코스닥 3일 연속↓",0
외국인 차익 매물 출회에 2140선 내줘,0
"이엘케이, 회생절차 M&A 공고",0
"이퓨쳐, 주식등의 대량보유자 소유주식수 변동",0
씨에스윈드 / 한국내화,0
"진원생명과학, 314억 규모 유상증자 등",0
반락하며 약보합…무역협상 관망세,0
"코스닥, 670선 돌파 상승 출발…미중 관세폐지로 훈풍",0
10월 주식시장 핫토픽은 키즈-바이오-폴더블,0
"""韓, 사실상 경영권 위협없다…복수의결권 허용시 총수 재계지배 영속화""",0
"삼성증권, 3Q 매출 1.5조…전년대비 58% 증가",0
"CSA 코스믹, 분식회계 적발…대표 검찰 통보",0
'관세 철회' 주가 최고치 랠리·국채 급락,0
코스피에 컴백한 외국인…삼성전자·카카오 담았다,0
"케이엠더블유, MSCI 지수 신규 편입 소식에 강세",0
"CSA 코스믹, 분식회계 적발 대표이사 검찰 통보",0
다음주에도 해는 뜬다,0
"분명 말씀드렸습니다. 월요일 상한가입니다. 2.9조원 바이오 ""이 종목"" 200만원만 매수하세요 .",0
"KT, KT텔레캅 주식 49만주 취득",0
"파라다이스, 내년 상반기까지 실적개선 지속…목표가↑-신한",0
"셀리버리, 파킨슨병 치료 유럽 27개국 특허 '강세'",0
엇갈린 미·중 관세철폐 주장...2140선 붕괴,0
"남궁인·권태일 KB손해보험 LC, 배우·씨름선수에서 보험설계사로 인생 2막",0
급등직전 바이오주 빅3 긴급공개!!! 더 이상 놓치지 마세요!!,0
"에스모 머티리얼즈, 주식등의 대량보유자 소유주식수 변동",0
연이은 리츠 신고가…뒷배엔 '이 ETF' 있다?,0
뽀로로 잇는 펭수…증시서도 '펭수 테마주' 만들어질까,0
코스닥-11일,0
"`이낙연 테마주` 남화산업, 사흘째 급등",0
외국인 막 돌아왔는데…MSCI 리밸런싱으로 발걸음 돌리나,0
"""내년 반도체 강세로 코스피 2450까지 갈 것""",0
"""새 먹거리 찾아라""…국내 부동산에 꽂힌 증권사",0
트럼프 '관세 힌트' 기다리며 소폭 후퇴,0
"`정리매매` 데코앤이, 기업회생절차 신청 소식에 강세",0
12일 장 마감 후 주요 종목 뉴스,0
檢 압수수색 소식에 상상인 그룹株 '급락',0
660선서 상승 마감…외국인·기관 소폭 순매수,0
외국인의 귀환을 기다린다,0
"""투자도 환자 살리는 일""…바이오 옥석가리는 의사 출신 심사역",0
"CJ제일제당, 3Q 깜짝 실적에 7%대 '급등'",0
AK홀딩스(006840)소폭 상승세 +3.25%,0
"11월 12일 코스닥, 3.77p 오른 665.14 마감(0.57%↑)",0
"“中, 내년 바닥 찍고 안정…핀테크株에 기회”",0
"CMG제약, 조현병 치료제 '데피조' 12월 美 FDA 허가 신청…강세",0
아시아나항공 새 주인 발표…인수 관련株 모두 '강세',0
"'고난행군' 현대제철, 반등 관건은?",0
"상상인이안1호스팩, 주식등의 대량보유자 소유주식수 변동",0
삼전·하이닉스 상승세 타고 2140 회복,0
연말연시 해외 쇼핑특수 온다… 활짝 웃는 화장품株,0
"에스트래픽, ‘2019 한국에너지대상’ 대통령 표창 수상",0
Cover]②'워스트레이팅' 韓 크레딧 흥망성쇠의 키,0
무역협상 낙관론에 이틀째 강세,0
미중 협상 낙관론에 1% 넘게 상승,0
외부 요인에 덜 민감한 종목을 찾아볼까,0
한 달에 천만 원 버는 비결이 궁금해? 신사임당을 구독해,0
"두산퓨어셀, 중부발전과 협력 소식에 강세",0
"코스피, 기관 6000억 받치자 1% 상승…'2160' 돌파",0
"11월 15일 코스닥, 5.20p 오른 668.51 마감(0.78%↑)",0
코스닥-14일,0
"코스피, 외인 순매도에 약보합… 코스닥 660선 유지",0
경남제약 거래재개 기대감에 지분보유 상장사들 '상승',0
"미중 무역협상 교착론…코스피, '2150' 탈환모색",0
"코스피, 기관 8000억 받치자 1% 상승…'2160' 돌파",0
"코스닥, 장중 상승 전환..경기바닥론 부각",0
코스피-14일,0
"백산, 3분기 깜짝 실적…실적 개선 흐름 지속",0
증시도 부동산이 최고...부동산ETF·인프라펀드 고공행진,0
"무역 불확실성-고점 부담, 보합권 혼조",0
"코스피 기관 순매수,도 상위20종목",0
"거래소, KT·가스공사 등 기업지배구조보고서 공시우수법인 시상",0
北 금강산 최후통첩에도 되레 상승한 남북경협주,0
'리츠'가 데운 코스피 IPO… 연말까지 '온기' 이어지나,0
부채비율 110%로 상승…녹십자엠에스 '2093%',0
"증권가 ""2020년 반도체 업황 회복...삼성전자·SK하이닉스 '탑픽'""",0
1000원 팔아 53원 남겨…전년比 3.3원 감소,0
대주주 양도세 과세 강화..내달 개인 `매도 주의` 필요,0
전체 65% 흑자…적자전환 기업 더 많아,0
"동일고무벨트, 대주주 김세연 의원 불출마 선언에 급등",0
"11월 18일 코스닥, 0.83p 오른 669.34 마감(0.12%↑)",0
외형·내실 다 잡았다…대표업종 동반 성장,0
폴더블폰 잘나가네…부품주 '好好',0
18일 장 마감 후 주요 종목 뉴스,0
美·中 무역합의 임박에 강보합…670선 근접,0
"트럼프, 北에 협상재개 촉구에 경협株 ‘강세’",0
“미·중 협상 기대감에 상승하는 증시… 산타랠리 기대할 만”,0
강스템바이오텍(217730)소폭 상승세 +3.93%,0
'인스코비' 향후 전망 입니다. 확인하고 대응 하세요!!,0
"올해 신규 상장종목 절반, 공모가 대비 상승",0
"인지디스플레(037330)소폭 상승세 +3.03%, 외국계 매수 유입",0
"지금현재 단, 100만원으로 ‘이종목’잡으세요",0
